"id","time_parse","channel","usr_parse","msg_parse"
5728,"2023-10-12 17:31:39","#atropa","SunnyD!~oftc-webi","Zero mechanics, and good math. Seems simple enough. The start of any equation that has infinite and exponential solutions has been well laid, and it is fun to watch the equations in motion"
5730,"2023-10-12 17:32:11","#atropa","_surfacing8671!~oftc-webi","got it. currently with AA and bundlers they just relay to the address and the account facilitates the validation. your example would be the middle man that handles the handshakes that then, what i assume, shows the end address to send the data to"
5732,"2023-10-12 17:33:12","#atropa","mariarahel!~maria","https://www.youtube.com/watch?v=_Z29ZzKeZHc"
5733,"2023-10-12 17:34:46","#atropa","Grav!~Grav","BGP, dasting."
5734,"2023-10-12 17:34:58","#atropa","Megury!uid622721","whats??"
5735,"2023-10-12 17:35:07","#atropa","Megury!uid622721","can you explain sis"
5736,"2023-10-12 17:36:29","#atropa","Grav!~Grav","I see the Vector paths could be corelated to the liq. pools/paths"
5737,"2023-10-12 17:37:12","#atropa","mariarahel!~maria","think of each pool as having its own equation for water incompatible with the others"
5739,"2023-10-12 17:37:55","#atropa","_surfacing8671!~oftc-webi","but they overall create a net that is connected"
5740,"2023-10-12 17:38:25","#atropa","mariarahel!~maria","the complexities are a lot easier to solve than the use cases"
5743,"2023-10-12 17:39:09","#atropa","mariarahel!~maria","and for ex: i'm unlikely to proceed with any tor-like concept that allows for mass sharing of stuff that should be prohibited"
5744,"2023-10-12 17:39:20","#atropa","Grav!~Grav","""Be like water making its way through cracks. Do not be assertive, but adjust to the object, and you shall find a way around or through it. If nothing within you stays rigid, outward things will disclose themselves..."" -Lee"
5752,"2023-10-12 17:42:10","#atropa","_surfacing8671!~oftc-webi","lp pools like servers that communicate with each other in a network"
5754,"2023-10-12 17:43:08","#atropa","FREEDOM_Tokens777!uid622718","Oooooo"
5756,"2023-10-12 17:44:03","#atropa","FREEDOM_Tokens777!uid622718","Grav: https://youtu.be/jOxDMpKz5VU?si=zRBmYh90PWWWqzIx"
5757,"2023-10-12 17:44:09","#atropa","_surfacing8671!~oftc-webi","but relay data that they cant understand/incompatible but send it down the line?"
5758,"2023-10-12 17:44:29","#atropa","SunnyD!~oftc-webi","I actually visualize my LPs like waterfalls, calculating which fills the next and directing the flow."
5759,"2023-10-12 17:44:55","#atropa","Grav!~Grav","Freedom did you create that? It's so good!"
5760,"2023-10-12 17:45:34","#atropa","_surfacing8671!~oftc-webi","if freedom is koan sound that would be cool"
5761,"2023-10-12 17:45:41","#atropa","mariarahel!~maria","it will be more like anyone can set up their own dysnomia micro-router and then the connection strings are stored and updated on blockchain along with intermittent data checkpoints that add value to the second layer"
5762,"2023-10-12 17:45:52","#atropa","FREEDOM_Tokens777!uid622718","Nope it's a song called Liquid Levity thought it was fitting for this conversation. Sorry to distract. I love music ❤️"
5764,"2023-10-12 17:46:58","#atropa","mariarahel!~maria","so for ex: if someone wants to set up a darknet market place, all the accountability data would be stored on chain with the micro-router handling off-chain encryption patterns that keep the on-chain data secret between peers and the routing host"
5765,"2023-10-12 17:47:34","#atropa","pdizzle!~pdizzle4","Ha ha love it"
5766,"2023-10-12 17:47:47","#atropa","Grav!~Grav","WHoA!"
5767,"2023-10-12 17:47:52","#atropa","mariarahel!~maria","or if someone wants to set up an encrypted file server for piracy some similar concept of accountability can be used to manage access and keep the file serving pool secret"
5768,"2023-10-12 17:48:25","#atropa","FREEDOM_Tokens777!uid622718","Breaking through Matrix type stuff"
5771,"2023-10-12 17:49:22","#atropa","mariarahel!~maria","the handshaking is the only difficult portion of either concept"
5773,"2023-10-12 17:50:12","#atropa","mariarahel!~maria","no i'm merely waiting out the rejection period on the water proof before moving forward"
5776,"2023-10-12 17:52:29","#atropa","mariarahel!~maria","i think if production is defined simply as not-rejected then this period is for collecting the reasons for rejecting the platform"
5777,"2023-10-12 17:52:54","#atropa","mariarahel!~maria","the 666 tokens are intended to cast a number of those reasons off"
5778,"2023-10-12 17:54:13","#atropa","_surfacing8671!~oftc-webi","is that for superficial reasons"
5779,"2023-10-12 17:55:37","#atropa","mariarahel!~maria","for ex, the rejector is highly invested in one of the 666 concepts and therefore ""it is not compatible with our composure"""
5781,"2023-10-12 17:56:30","#atropa","mariarahel!~maria","some people are simply too preoccupied with playing ᱰᱩᱯᱨᱳᱱ"
5782,"2023-10-12 17:57:50","#atropa","PassportPowell!~PassportP","are there other contracts you control and use to create tokens, besides 414"
5783,"2023-10-12 17:58:30","#atropa","billie!uid623186","_surfacing8671: they sold cos when supply increases then price drops. I am glad the community still holds on. It was 😨"
5784,"2023-10-12 17:59:33","#atropa","teddybearpulse!uid622740","@billie: i'm holding"
5785,"2023-10-12 18:00:17","#atropa","billie!uid623186","_surfacing8671: What do u suggest he does?"
5786,"2023-10-12 18:01:50","#atropa","_surfacing8671!~oftc-webi","make iquidity or burn or hold as a fund of sorts for expantion of the product. but def not say anything and move it around"
5788,"2023-10-12 18:04:02","#atropa","_surfacing8671!~oftc-webi","if it were me id make it a point to show some leadership. say hey yeah this got minted to me but and i didnt do it. but i also wont sell it. we can do something with it like x y and z what would you as the community like me to do with this"
5789,"2023-10-12 18:05:25","#atropa","mariarahel!~maria","hitting the gym, back after"
5790,"2023-10-12 18:05:30","#atropa","_surfacing8671!~oftc-webi","but of course some was sold and some sent to other addresses"
5791,"2023-10-12 18:05:37","#atropa","billie!uid623186","I work at an Engineering rig in IT. I love coding and just got home. I have a very weird imagination too and a creative one. I love pulsechain for a guy that got in with 80 dolls and bought Inc at 85"
5792,"2023-10-12 18:05:38","#atropa","_surfacing8671!~oftc-webi","ttyl"
5793,"2023-10-12 18:06:02","#atropa","billie!uid623186","And won't u sell in that dump?"
5794,"2023-10-12 18:06:23","#atropa","_surfacing8671!~oftc-webi","no i said what i would do"
5795,"2023-10-12 18:06:36","#atropa","billie!uid623186","I sold about 5k dolls of a 281k and more pool and u cry"
5796,"2023-10-12 18:06:41","#atropa","billie!uid623186","I am thinking"
5797,"2023-10-12 18:06:58","#atropa","billie!uid623186","I have all cia in possession."
5798,"2023-10-12 18:07:19","#atropa","_surfacing8671!~oftc-webi","i know. im not crying i just think its funny"
5799,"2023-10-12 18:07:32","#atropa","billie!uid623186","First idea was to create a token Baby CiA and grow it and stake it back to the pool"
5800,"2023-10-12 18:07:42","#atropa","billie!uid623186","I would do anything to grow it back"
5801,"2023-10-12 18:08:20","#atropa","billie!uid623186","I would add back to the pool if u want but I look at the system and I know it will fill back as long as all pooled tokens grows"
5802,"2023-10-12 18:08:32","#atropa","billie!uid623186","I could boost the boosters"
5804,"2023-10-12 18:09:28","#atropa","billie!uid623186","SO PLEASE GUYS CAN U SUGGEST WHAT U WANT AND I WILL DO IT"
5805,"2023-10-12 18:09:57","#atropa","billie!uid623186","Good evening FREEDOM_Tokens777"
5806,"2023-10-12 18:10:48","#atropa","newtwo_!uid622722","maria suggested... the mintable tokens were set up with that in mind, in the case of CiA the entire liquidity was put up by the minter so they only crashed themselves"
5807,"2023-10-12 18:10:48","#atropa","newtwo_!uid622722","...there is opportunity for the persons rewarded with mintable outcome to manage them like a fund, so far I have not seen that"
5808,"2023-10-12 18:10:51","#atropa","FREEDOM_Tokens777!uid622718","Brotha Billie!!! You da goat, happy for you man. Glad you got to come into the chat and we got to hear your perspective."
5809,"2023-10-12 18:11:16","#atropa","SunnyD!~oftc-webi","may i suggest taking greed out of the equation, and just using the tokens for good to help build."
5810,"2023-10-12 18:11:34","#atropa","billie!uid623186","Thanks boss. I really think we talk. I am glad I am in this family"
5811,"2023-10-12 18:12:02","#atropa","FREEDOM_Tokens777!uid622718","It's a talking goat, who types with hooves. Like what more could you want????"
5812,"2023-10-12 18:12:07","#atropa","billie!uid623186","SunnyD: I am with u bro"
5813,"2023-10-12 18:12:38","#atropa","FREEDOM_Tokens777!uid622718"," Sunny is my friend Billie. 👍"
5814,"2023-10-12 18:12:53","#atropa","billie!uid623186","That is what I want to do in a nutshell"
5815,"2023-10-12 18:12:57","#atropa","FREEDOM_Tokens777!uid622718","He is good peoples."
5816,"2023-10-12 18:13:09","#atropa","FREEDOM_Tokens777!uid622718","You guys can probably bounce alot of ideas off eachother."
5817,"2023-10-12 18:13:23","#atropa","billie!uid623186","That would be nice"
5818,"2023-10-12 18:13:27","#atropa","SunnyD!~oftc-webi","the simple truth is the more one takes, the less its worth, and the less one takes the more its worth."
5819,"2023-10-12 18:13:35","#atropa","Grav!~Grav","Create LP, burn said LP?"
5820,"2023-10-12 18:14:31","#atropa","billie!uid623186","It will fill up dudes even if u don't buy... u don't underrated the power of the liquidity added to it"
5821,"2023-10-12 18:14:51","#atropa","billie!uid623186","It's pooled around growing tokens so as long as they grow it grows"
5822,"2023-10-12 18:14:59","#atropa","billie!uid623186","It's the simple logic"
5823,"2023-10-12 18:15:19","#atropa","SunnyD!~oftc-webi","a simple solution would be to sell half minted into the middle pool, allow for arb, and then add that and the other half to lp and burn it. Only way i see the community standing behind it."
5824,"2023-10-12 18:16:33","#atropa","billie!uid623186","You all should sit for 1 min and think of what will u do if someone dropped over 300k on ur laps right now"
5825,"2023-10-12 18:16:49","#atropa","billie!uid623186","Like we are not in this crypto shit together for ages"
5826,"2023-10-12 18:17:12","#atropa","FREEDOM_Tokens777!uid622718","Support the Pulsechain Network with Liquidity and donate some to altruistic causes."
5827,"2023-10-12 18:17:13","#atropa","billie!uid623186","I hate making me look a bad guy cos most of u all are worse..."
5828,"2023-10-12 18:17:21","#atropa","SunnyD!~oftc-webi","Theres much more than that in my lap, and i wasnt handed anything. But now you have to choose what to do with it."
5829,"2023-10-12 18:17:44","#atropa","teddybearpulse!uid622740","First thing, be proud of yourself cause many people would have just taken the Money and left"
5830,"2023-10-12 18:17:46","#atropa","billie!uid623186","So its settled"
5831,"2023-10-12 18:18:24","#atropa","SunnyD!~oftc-webi","Its alot, but its a good test of a goats chaaaaaaracter"
5832,"2023-10-12 18:18:36","#atropa","billie!uid623186","So let me say a lil story"
5833,"2023-10-12 18:18:47","#atropa","FREEDOM_Tokens777!uid622718","Story time!!!"
5834,"2023-10-12 18:18:54","#atropa","Grav!~Grav","Yes!"
5835,"2023-10-12 18:19:43","#atropa","billie!uid623186","I wake one day and see 1500 tokens. I ignored it and slept only to see next day it did a mega and dropped. I sold the 1k for 2k dolls"
5836,"2023-10-12 18:20:45","#atropa","billie!uid623186","The rest where lost in billadagoat where I made nothing off cos u guys where yapping and snipping shit out and my poor West African betwrok can't keep up"
5837,"2023-10-12 18:20:58","#atropa","billie!uid623186","2k dolls"
5838,"2023-10-12 18:21:32","#atropa","billie!uid623186","I love Freedom and may god bless him for being my new crypto brother"
5839,"2023-10-12 18:21:56","#atropa","billie!uid623186","And he told me to renounce it"
5840,"2023-10-12 18:22:18","#atropa","billie!uid623186","He told me in many ways but I knew that was what he mean and I did"
5841,"2023-10-12 18:22:23","#atropa","billie!uid623186","It's not mine"
5842,"2023-10-12 18:22:24","#atropa","FREEDOM_Tokens777!uid622718","🫡"
5843,"2023-10-12 18:22:36","#atropa","billie!uid623186","To whom much is given much is expected"
5844,"2023-10-12 18:22:42","#atropa","billie!uid623186","That's not crypto creed"
5845,"2023-10-12 18:23:07","#atropa","FREEDOM_Tokens777!uid622718","❤️"
5846,"2023-10-12 18:23:31","#atropa","Grav!~Grav","I like billie, he seems cool."
5847,"2023-10-12 18:23:40","#atropa","billie!uid623186","I sent out 300 CiA to family.... I don't know if they sold. I sold about 5k. I still have 3.6k I think"
5848,"2023-10-12 18:23:42","#atropa","teddybearpulse!uid622740","Yeah"
5850,"2023-10-12 18:24:11","#atropa","billie!uid623186","I wanted to do a project outside CiA but I am seeing the minds of the community"
5851,"2023-10-12 18:24:19","#atropa","jack!uid622758","billie: you got 300k on ur laps...you could make it 3M or even 30M if you play your chips right. Unfortunately you fumbled quite a few times in the process."
5852,"2023-10-12 18:24:25","#atropa","_surfacing8671!~oftc-webi","crypto is about freedom. its your coins you can do whatever you want with em ya know"
5853,"2023-10-12 18:24:35","#atropa","SunnyD!~oftc-webi","This isnt ""normal"" crypto. This is a chance to make alot of money. For everyone. What one does with it is thier own device. Myself, I started 2 non profits this week. And sent my mom flowers. So far thats all i came up with."
5854,"2023-10-12 18:24:55","#atropa","billie!uid623186","I didn't fumble.....u won't believe how poor a pleb I am"
5855,"2023-10-12 18:25:36","#atropa","billie!uid623186","I live my Christian way and I live a great life"
5856,"2023-10-12 18:25:40","#atropa","FREEDOM_Tokens777!uid622718","I see the Gold in Billie. And I try to see the best in everyone."
5858,"2023-10-12 18:25:52","#atropa","billie!uid623186","So that aside what do we do?"
5859,"2023-10-12 18:26:04","#atropa","billie!uid623186","I will talk to FREEDOM_Tokens777 later"
5860,"2023-10-12 18:26:15","#atropa","teddybearpulse!uid622740","What would be the best way to support this ecosystem?"
5861,"2023-10-12 18:26:19","#atropa","FREEDOM_Tokens777!uid622718","Yes you know where to find me 🫡"
5862,"2023-10-12 18:26:34","#atropa","billie!uid623186","U all suggests burning but would u?"
5863,"2023-10-12 18:26:43","#atropa","_surfacing8671!~oftc-webi","you fumbled bro. i cant pay rent have grant money that im using for farming for the community because thats what it was supposed to be used for. lol"
5864,"2023-10-12 18:26:50","#atropa","billie!uid623186","And by the way I renounced the contract so I can't burn"
5866,"2023-10-12 18:27:08","#atropa","billie!uid623186","So unless I send it out to one of u"
5867,"2023-10-12 18:27:09","#atropa","_surfacing8671!~oftc-webi","send it to the zero address"
5868,"2023-10-12 18:27:18","#atropa","SunnyD!~oftc-webi","I put one non profit in the name of a friend of mine, the girl who pushed me for 7 years to get into crypto, she helps save children from sex slavery. The other a land trust. And I will take enough out to live my life, but I am a simple man."
5869,"2023-10-12 18:27:21","#atropa","billie!uid623186","Would u"
5870,"2023-10-12 18:27:23","#atropa","newtwo_!uid622722","burning will regain support from community, otherwise there is too much fear"
5871,"2023-10-12 18:27:27","#atropa","_surfacing8671!~oftc-webi","u can also still call the burn function it isnt broken"
5872,"2023-10-12 18:27:51","#atropa","billie!uid623186","Look in ur heart and answer surface"
5873,"2023-10-12 18:28:02","#atropa","SunnyD!~oftc-webi","Take what you need brother, and give what you dont."
5874,"2023-10-12 18:28:02","#atropa","jack!uid622758","billie: you give a poor but smart man $100, he would feed himself and make the rest of money work for him. But I understand. Seeing your past blockchain history, I know you weren't that well-off but you let the fear & greed come into your way of becoming rich."
5876,"2023-10-12 18:28:30","#atropa","FREEDOM_Tokens777!uid622718","This is so fun LMAO"
5877,"2023-10-12 18:28:31","#atropa","billie!uid623186","What came in ur way?"
5878,"2023-10-12 18:28:31","#atropa","newtwo_!uid622722","its the difference between instant gratification and patience. Patience is almost always more rewarding"
5879,"2023-10-12 18:28:31","#atropa","teddybearpulse!uid622740","I would say invest in the future of ATROPA with your tokens, you will be able to take profits along the way, but at the same time you can support the prices and favour the upward moviment"
5880,"2023-10-12 18:29:11","#atropa","billie!uid623186","I haven't done anything as the CiA is With me and u guys come here talking about greed"
5881,"2023-10-12 18:29:21","#atropa","SunnyD!~oftc-webi","One reason I dont like this game, is I know thats your money I am ""winning"". Its other people hopes and dreams gone."
5882,"2023-10-12 18:29:28","#atropa","billie!uid623186","Would u guys have renounced it cos also me said u could"
5883,"2023-10-12 18:29:39","#atropa","billie!uid623186","It's worthless in my hands even"
5884,"2023-10-12 18:29:45","#atropa","_surfacing8671!~oftc-webi","i mean you sold some"
5885,"2023-10-12 18:29:51","#atropa","billie!uid623186","So I should not"
5886,"2023-10-12 18:29:57","#atropa","billie!uid623186","Won't u?"
5887,"2023-10-12 18:30:12","#atropa","billie!uid623186","Answer me"
5888,"2023-10-12 18:30:17","#atropa","_surfacing8671!~oftc-webi","not when it was collapsing. no i told u what i would have done"
5889,"2023-10-12 18:30:22","#atropa","newtwo_!uid622722","if you put half in LP it wopuldne be selling and you would still benefit from the LP"
5890,"2023-10-12 18:30:28","#atropa","billie!uid623186","Don't come spoofing honesty wit me cos I know u all"
5891,"2023-10-12 18:30:33","#atropa","_surfacing8671!~oftc-webi","stood up and take charge of the the situation"
5892,"2023-10-12 18:30:36","#atropa","teddybearpulse!uid622740","You can support the ecosystem and also take profits at the same time, bigger profits if you believe in it it long term"
5893,"2023-10-12 18:30:40","#atropa","SunnyD!~oftc-webi","Only you can answer."
5894,"2023-10-12 18:30:43","#atropa","hdrnscum!uid623053","I was literally just gunna say that"
5895,"2023-10-12 18:30:47","#atropa","jack!uid622758","billie: I have played this game a lot differently and many would agree to that, if they got that chance. Fate chose you. I would burn all the tokens you currently have to gain community trust. Remember you can mint and have unlimited supply anyday you want lmao...how can you not see that lol"
5896,"2023-10-12 18:30:47","#atropa","billie!uid623186","U come to insult me instead of saying thank u"
5897,"2023-10-12 18:30:57","#atropa","billie!uid623186","I am off this chat"
5898,"2023-10-12 18:31:01","#atropa","jack!uid622758","jack: *would have"
5899,"2023-10-12 18:31:07","#atropa","FREEDOM_Tokens777!uid622718","I think Billie tried to do what he could do to the best of his ability and you shouldn't fault him for it cause no one is Perfect 👍"
5900,"2023-10-12 18:31:08","#atropa","teddybearpulse!uid622740","I didn't insult you bro"
5901,"2023-10-12 18:31:10","#atropa","hdrnscum!uid623053","Go lp some coins you want to support with it. Help them and help yourself too!"
5902,"2023-10-12 18:31:16","#atropa","Grav!~Grav","If I were handed 6, I would 'pocket' 2, reinvest 3, and play with 1."
5903,"2023-10-12 18:31:24","#atropa","_surfacing8671!~oftc-webi","you have to feed your cattle before you can eat urself. or you wont last long beacuse all your cattle are dead and you will have nothing to eat"
5906,"2023-10-12 18:33:31","#atropa","SunnyD!~oftc-webi","To each their own. Personally I am going to take the knowledge I learned from maria, and make the world a better place. And I thank you for that 414, I promise you will affect and change more lives for the better than you will ever know or fathom."
5907,"2023-10-12 18:33:51","#atropa","Grav!~Grav","Facts."
5908,"2023-10-12 18:33:59","#atropa","_surfacing8671!~oftc-webi","yup"
5910,"2023-10-12 18:34:32","#atropa","ead11!uid622719","Strongly support that statement SunnyD"
5911,"2023-10-12 18:36:47","#atropa","hdrnscum!uid623053","He could just LP it and that wouldn’t be selling, it would support other coins/ projects and he could get passive nom noms. Am I missing something that makes it more complicated than that? Maybe someone just hook him up on a little alpha on LPs. Freedom do you have a way to talk to Billie?"
5912,"2023-10-12 18:37:32","#atropa","teddybearpulse!uid622740","Yeah I'm sure there is a way in which he can profit largely and still support and being a good actor for the ecosystem"
5913,"2023-10-12 18:37:45","#atropa","_surfacing8671!~oftc-webi","no thats about right. you get trading fees from lping"
5914,"2023-10-12 18:38:01","#atropa","hdrnscum!uid623053","Not that I would ever tell anyone else what to do with a coin that was given to them just curious if anyone explained it to him he seems to have a limited understanding or maybe a language barrier"
5915,"2023-10-12 18:38:38","#atropa","_surfacing8671!~oftc-webi","idk. his first moves after the mint was to transfer to a couple wallets"
5916,"2023-10-12 18:38:49","#atropa","hdrnscum!uid623053","I’m sure he would be happy to make passive income especially if he is truly 3rd world poor"
5917,"2023-10-12 18:39:48","#atropa","_surfacing8671!~oftc-webi","even in rough times money doesnt control those with good intentions"
5918,"2023-10-12 18:41:00","#atropa","hdrnscum!uid623053","Sure I’m not trying to defend any actions just seemed like he didn’t know how easy it could be to just pair it up and help the ecosystem and himself. Bummer"
5921,"2023-10-12 18:42:20","#atropa","SunnyD!~oftc-webi","you can tell its life changing money for him already, hes still in the chat. Billie go talk to freedom, learn how to make passive income for life off this, and not just cash out a piece now. You have a generational gift if you handle it proper."
5924,"2023-10-12 18:43:30","#atropa","_surfacing8671!~oftc-webi","oh no totally i get where your coming from. thats why its also important if something like that monumental had happened to you, to just ask the community bring it up more times then not there are people with really good ideas."
5933,"2023-10-12 18:54:29","#atropa","SunnyD!~oftc-webi","Just one last thought on the idea. If/when you do hit it big, Remember where that money came from. Everyone is desperate to be free of worry of dollars, not everyone can afford to constantly lose at the casino, and while it is their own fault, as we all understand the rules of defi, we are also just here with hopes, and dreams. Much Love."
5934,"2023-10-12 18:56:17","#atropa","aldous!uid622844","from what it looks like it was 0x636EAF111d357fdb0f4da297012581b85C0ca5f3 that made the most from CIA pump and dump 😉"
5935,"2023-10-12 18:57:06","#atropa","aldous!uid622844","Ian predicted it would moon teddy shortly after so likely it was him and his crew"
5936,"2023-10-12 18:57:36","#atropa","aldous!uid622844","Just my personal speculation.. i've been wrong before"
5937,"2023-10-12 18:59:10","#atropa","AMSTRAD1!~AMSTRADV3","why number not go up, its Thursday :P"
5939,"2023-10-12 19:05:01","#atropa","FREEDOM_Tokens777!uid622718","Maria steps out and we had story time LMAO."
5950,"2023-10-12 19:12:10","#atropa","CryptoCoffe!~cryptocof","what happened to cia?"
5951,"2023-10-12 19:15:05","#atropa","CryptoCoffe!~cryptocof","have you seen monatmoney?"
5952,"2023-10-12 19:15:05","#atropa","CryptoCoffe!~cryptocof","Monat has an amazing website and is even developing an additional application where the token will be used!"
5954,"2023-10-12 19:17:07","#atropa","AMSTRAD1!~AMSTRADV3","who can decipher this https://www.youtube.com/watch?v=nyWbun_PbTc&list=RDnyWbun_PbTc&start_radio=1"
5955,"2023-10-12 19:19:21","#atropa","FREEDOM_Tokens777!uid622718","Where did that comes from AMSTRAD1"
5956,"2023-10-12 19:19:30","#atropa","FREEDOM_Tokens777!uid622718","I'm familiar with some of the music on there."
5957,"2023-10-12 19:20:19","#atropa","AMSTRAD1!~AMSTRADV3","have you watched it?"
5958,"2023-10-12 19:20:41","#atropa","FREEDOM_Tokens777!uid622718","Bryson Gray is my favorite Rapper I see alot of his music in that Playlist."
5961,"2023-10-12 19:21:58","#atropa","FREEDOM_Tokens777!uid622718","That might just be from my own page adding music in there my bad 😄😄😄"
5962,"2023-10-12 19:22:04","#atropa","billie!uid623186","hdrnscum: I suggested that. I just hate the greed talk. U can't gift someone twice and make a fool of him twice"
5963,"2023-10-12 19:23:21","#atropa","billie!uid623186","Sorry about the whole convo"
5964,"2023-10-12 19:23:25","#atropa","billie!uid623186","I got mad"
5965,"2023-10-12 19:23:55","#atropa","billie!uid623186","But I nv said I wasn't putting it back"
5967,"2023-10-12 19:24:58","#atropa","billie!uid623186","So selling 45 and and holding less than 10% which would still be used for projects shouldn't be thing"
5968,"2023-10-12 19:25:23","#atropa","billie!uid623186","Buy CiA"
5969,"2023-10-12 19:25:56","#atropa","billie!uid623186","I will pump it in my ways. Don't worry even my cattle as some say is way smarter than some of u guys"
5970,"2023-10-12 19:26:09","#atropa","billie!uid623186","I am not killing CiA"
5971,"2023-10-12 19:26:57","#atropa","billie!uid623186","U can get ur CiA bags ready"
5972,"2023-10-12 19:28:23","#atropa","billie!uid623186","I spoke to FREEDOM_Tokens777"
5973,"2023-10-12 19:28:42","#atropa","hdrnscum!uid623053","Atta boi"
5974,"2023-10-12 19:28:48","#atropa","CryptoCoffe!~cryptocof","billie Man apparently you bought the bottom! and now you want to drive people into a trap??"
5975,"2023-10-12 19:28:50","#atropa","billie!uid623186","GOD BLESS HIN"
5976,"2023-10-12 19:29:43","#atropa","billie!uid623186","U are one out of a lot of people and have ur opinion. I am a believer in pulsechain and atropa"
5977,"2023-10-12 19:29:50","#atropa","CryptoCoffe!~cryptocof","Guys, let's talk about worthy projects such as #taddybear and #monatmoney?"
5978,"2023-10-12 19:29:51","#atropa","billie!uid623186","I am a developer not a trader"
5979,"2023-10-12 19:30:18","#atropa","CryptoCoffe!~cryptocof","you look at the $monat website"
5980,"2023-10-12 19:30:25","#atropa","CryptoCoffe!~cryptocof","https://monat.money/"
5981,"2023-10-12 19:30:28","#atropa","hdrnscum!uid623053","Just do your thing Billie now that you have a path you can let the work do the talking. If you spoke with freedom then I think you know what to do!"
5982,"2023-10-12 19:30:36","#atropa","billie!uid623186","I am sorry I had a long day and I owe a promise to the community"
5984,"2023-10-12 19:31:59","#atropa","billie!uid623186","I decided to go to my mind"
5985,"2023-10-12 19:32:10","#atropa","billie!uid623186","So its better you get the lower atropa coins"
5986,"2023-10-12 19:32:33","#atropa","teddybearpulse!uid622740","What are you gonna do?"
5988,"2023-10-12 19:33:22","#atropa","billie!uid623186","I would create more pools to CiA with the lower dev coins"
5989,"2023-10-12 19:33:43","#atropa","billie!uid623186","Put more liquidity through them"
5990,"2023-10-12 19:34:21","#atropa","billie!uid623186","In the coming days I will steadily pump them"
5992,"2023-10-12 19:34:31","#atropa","pdizzle!~pdizzle4","ya I can get behind that. thanks billie"
5993,"2023-10-12 19:34:49","#atropa","billie!uid623186","I kno people what me to put back that liquidity and they engage thier snipers and shit"
5994,"2023-10-12 19:35:05","#atropa","teddybearpulse!uid622740","What are the lower dev coins?"
5995,"2023-10-12 19:35:15","#atropa","pdizzle!~pdizzle4","Need to send ya some luv. too much haters out there billie."
5996,"2023-10-12 19:35:21","#atropa","billie!uid623186","They r a lot still cheap"
5997,"2023-10-12 19:35:25","#atropa","Grav!~Grav","one of us - one of us - one of us - one of us - one of us - one of us - one of us"
5998,"2023-10-12 19:35:32","#atropa","billie!uid623186","BRUAN ex"
5999,"2023-10-12 19:35:57","#atropa","hdrnscum!uid623053","Gooble goble gooble goble"
6000,"2023-10-12 19:36:12","#atropa","billie!uid623186","But I really don't know the Atropa mind"
6001,"2023-10-12 19:36:21","#atropa","billie!uid623186","This is my mind talking"
6002,"2023-10-12 19:37:28","#atropa","billie!uid623186","I have only felt a pang of sadness in the last days today and its thanks to Atropa and FREEDOM_Tokens777"
6003,"2023-10-12 19:37:58","#atropa","billie!uid623186","I am a developer not a trader"
6006,"2023-10-12 19:39:46","#atropa","thanosdawhale!uid623058","teddybearpulse: “code” and “account” are the lower ones"
6007,"2023-10-12 19:40:07","#atropa","billie!uid623186","Thanks"
6008,"2023-10-12 19:40:09","#atropa","teddybearpulse!uid622740","So basically you will slowly pump lower coins like Braun and that will be positive for the big tokens like atropa, pdai etc? @billie"
6009,"2023-10-12 19:40:23","#atropa","billie!uid623186","Yes boss"
6010,"2023-10-12 19:40:52","#atropa","Guest2534!uid622746","Once a jeet always a jeet. Now you most attone for your jeetness"
6011,"2023-10-12 19:41:21","#atropa","billie!uid623186","My only prob is I don't know the original plans with Atropa"
6012,"2023-10-12 19:41:40","#atropa","billie!uid623186","I have created a lot of tokens"
6013,"2023-10-12 19:41:45","#atropa","paradise!uid623107","@thanosdawhale: ᒠ1ᒠ6ᒠ7 Do you forget this? Is renounced contract"
6014,"2023-10-12 19:41:47","#atropa","teddybearpulse!uid622740","Maybe you can have a convo with Maria"
6015,"2023-10-12 19:42:36","#atropa","billie!uid623186","Ewnouncement paradise renouncing doesn't affect liquidity supply"
6016,"2023-10-12 19:42:47","#atropa","billie!uid623186","Anyone can provide liquidity"
6017,"2023-10-12 19:43:49","#atropa","paradise!uid623107","What does it have to do with liquidity I'm talking about security on the contract"
6018,"2023-10-12 19:43:58","#atropa","SunnyD!~oftc-webi","billie, are any of your previous tokens still alive?"
6019,"2023-10-12 19:44:54","#atropa","_surfacing8671!~oftc-webi","renouncing doesnt do anything if the mint functions are public. if they were private and an owner can mint it, renouncing it means they then cant mint them anymore"
6023,"2023-10-12 19:54:33","#atropa","teddybearpulse!uid622740","Thanks for this billie, you are a good guy!"
6028,"2023-10-12 19:55:55","#atropa","FREEDOM_Tokens777!uid622718","Billie is a good guy."
6029,"2023-10-12 19:56:02","#atropa","FREEDOM_Tokens777!uid622718","Been trying to tell ppl."
6033,"2023-10-12 20:11:36","#atropa","CryptoCoffe!~cryptocof","Did I miss something? What does this contract $414 have to do with $atropa and the 414 deployer?"
6034,"2023-10-12 20:11:44","#atropa","CryptoCoffe!~cryptocof","0x088cf996bB8983b0aa36fdb31BE75c1c42f9df6D"
6035,"2023-10-12 20:11:48","#atropa","Grav!~Grav","maria, is there anything on the agenda to commemorate Friday 13th?"
6036,"2023-10-12 20:11:51","#atropa","CryptoCoffe!~cryptocof","https://ibb.co/sHHSH2J"
